Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,7.116786003112793,7.1521430015563965,6.876786231994629,6.958570957183838,5.92256498336792,1079178800
2008-01-03,6.978929042816162,7.049643039703369,6.881785869598389,6.961785793304443,5.925303936004639,842066400
2008-01-04,6.837500095367432,6.892857074737549,6.3889288902282715,6.430356979370117,5.472995281219482,1455832000
2008-01-07,6.473214149475098,6.557143211364746,6.0796427726745605,6.34428596496582,5.399738311767578,2072193200
2008-01-08,6.433570861816406,6.5164289474487305,6.099999904632568,6.1160712242126465,5.205501556396484,1523816000
2008-01-09,6.117856979370117,6.410714149475098,6.010714054107666,6.4071431159973145,5.453237056732178,1813882000
2008-01-10,6.3421430587768555,6.464285850524902,6.26464319229126,6.3578572273254395,5.411288261413574,1482975200
2008-01-11,6.285714149475098,6.351786136627197,6.0714287757873535,6.167500019073486,5.249272346496582,1232285600
2008-01-14,6.340000152587891,6.4078569412231445,6.256071090698242,6.385000228881836,5.43439245223999,1100450400
2008-01-15,6.347143173217773,6.400713920593262,5.880713939666748,6.037143230438232,5.138323783874512,2343278000
2008-01-16,5.901071071624756,6.036070823669434,5.596428871154785,5.7014288902282715,4.852590560913086,2213845200
2008-01-17,5.768214225769043,5.90571403503418,5.6578569412231445,5.746070861816406,4.890585899353027,1757859600
2008-01-18,5.775356769561768,5.919642925262451,5.700356960296631,5.762856960296631,4.904872894287109,1724343600
2008-01-22,5.2878570556640625,5.713571071624756,5.214285850524902,5.558570861816406,4.731001377105713,2434754000
2008-01-23,4.86392879486084,5.0,4.505000114440918,4.966785907745361,4.227322578430176,3372969600
2008-01-24,4.999642848968506,5.025000095367432,4.7146430015563965,4.8428568840026855,4.121843338012695,2005866800
2008-01-25,4.963929176330566,4.96750020980835,4.628929138183594,4.643214225769043,3.951925754547119,1554739200
2008-01-28,4.57714319229126,4.757143020629883,4.51607084274292,4.643214225769043,3.951925754547119,1474844000
2008-01-29,4.683928966522217,4.742499828338623,4.60892915725708,4.697856903076172,3.9984323978424072,1099982800
2008-01-30,4.69178581237793,4.837500095367432,4.642857074737549,4.720714092254639,4.017886638641357,1243051600
2008-01-31,4.623213768005371,4.880356788635254,4.621428966522217,4.834286212921143,4.114548683166504,1345674400
2008-02-01,4.865714073181152,4.878213882446289,4.720714092254639,4.776785850524902,4.065610408782959,1010744000
2008-02-04,4.793213844299316,4.853570938110352,4.693571090698242,4.701786041259766,4.001776695251465,899234000
2008-02-05,4.658214092254639,4.785714149475098,4.603570938110352,4.619999885559082,3.9321656227111816,1141042000
2008-02-06,4.672500133514404,4.711429119110107,4.348928928375244,4.357142925262451,3.708444356918335,1573272400
2008-02-07,4.284643173217773,4.4564290046691895,4.18821382522583,4.329999923706055,3.6853415966033936,2083331600
2008-02-08,4.360000133514404,4.489285945892334,4.3428568840026855,4.481429100036621,3.814225912094116,1355972800
2008-02-11,4.571785926818848,4.6421427726745605,4.5428571701049805,4.623213768005371,3.9349007606506348,1201432400
2008-02-12,4.6678571701049805,4.6785712242126465,4.414999961853027,4.459286212921143,3.795379400253296,1225980000
2008-02-13,4.524285793304443,4.635000228881836,4.486785888671875,4.621428966522217,3.9333834648132324,968534000
2008-02-14,4.621428966522217,4.67142915725708,4.536070823669434,4.552143096923828,3.8744125366210938,954097200
2008-02-15,4.509643077850342,4.538570880889893,4.430714130401611,4.451070785522461,3.788388252258301,901300400
2008-02-19,4.499642848968506,4.526785850524902,4.3371429443359375,4.3635711669921875,3.713914632797241,1005046000
2008-02-20,4.364285945892334,4.449999809265137,4.345714092254639,4.42214298248291,3.7637672424316406,967439200
2008-02-21,4.501786231994629,4.516786098480225,4.316429138183594,4.340713977813721,3.6944618225097656,938114800
2008-02-22,4.37428617477417,4.375357151031494,4.138214111328125,4.2664289474487305,3.6312360763549805,1529878000
2008-02-25,4.23535680770874,4.291786193847656,4.166429042816162,4.276429176330566,3.6397478580474854,1256774400
2008-02-26,4.2014288902282715,4.324643135070801,4.122857093811035,4.255356788635254,3.6218130588531494,1504888000
2008-02-27,4.222499847412109,4.3946428298950195,4.21750020980835,4.3914289474487305,3.737626791000366,1475138000
2008-02-28,4.5428571701049805,4.721428871154785,4.491786003112793,4.63964319229126,3.9488866329193115,1618254400
2008-02-29,4.617499828338623,4.650356769561768,4.4571428298950195,4.465000152587891,3.800244092941284,1255480800
2008-03-03,4.444285869598389,4.49928617477417,4.214285850524902,4.347499847412109,3.7002363204956055,1593043200
2008-03-04,4.356785774230957,4.460000038146973,4.300000190734863,4.450714111328125,3.7880842685699463,1785383600
2008-03-05,4.413570880889893,4.46928596496582,4.3660712242126465,4.446071147918701,3.784132480621338,1221836000
2008-03-06,4.450356960296631,4.5535712242126465,4.314642906188965,4.318929195404053,3.6759209632873535,1473698800
2008-03-07,4.300356864929199,4.3921427726745605,4.251786231994629,4.3660712242126465,3.716042995452881,1230462800
2008-03-10,4.356429100036621,4.409286022186279,4.263214111328125,4.2746429443359375,3.6382269859313965,999588800
2008-03-11,4.432143211364746,4.552856922149658,4.357142925262451,4.548213958740234,3.871068239212036,1163943200
2008-03-12,4.537143230438232,4.595714092254639,4.4703569412231445,4.501070976257324,3.8309452533721924,1059629200
2008-03-13,4.432143211364746,4.625,4.392857074737549,4.569285869598389,3.8890037536621094,1262102800
2008-03-14,4.638570785522461,4.653571128845215,4.435713768005371,4.521786212921143,3.848574638366699,1156640800
2008-03-17,4.376786231994629,4.59250020980835,4.376786231994629,4.526071071624756,3.8522212505340576,1072598800
2008-03-18,4.6135711669921875,4.75,4.5953569412231445,4.743570804595947,4.0373406410217285,1205120000
2008-03-19,4.75428581237793,4.7960710525512695,4.631071090698242,4.631071090698242,3.9415884017944336,1010536800
2008-03-20,4.682857036590576,4.760356903076172,4.6135711669921875,4.759643077850342,4.051019668579102,908787600
2008-03-24,4.786070823669434,5.0303568840026855,4.772857189178467,4.983213901519775,4.241304874420166,1066920400
2008-03-25,4.998570919036865,5.110713958740234,4.9046430587768555,5.034999847412109,4.28538179397583,1052391200
2008-03-26,5.031071186065674,5.204999923706055,5.022857189178467,5.180714130401611,4.40939998626709,1182084400
2008-03-27,5.176785945892334,5.189642906188965,4.999642848968506,5.0089287757873535,4.263191223144531,999829600
2008-03-28,5.064286231994629,5.166070938110352,5.057143211364746,5.107500076293945,4.3470869064331055,714610400
2008-03-31,5.116786003112793,5.2039289474487305,5.090000152587891,5.125,4.3619818687438965,768065200
2008-04-01,5.224999904632568,5.34499979019165,5.128929138183594,5.340356826782227,4.545276641845703,1032567200
2008-04-02,5.313570976257324,5.400000095367432,5.208929061889648,5.267499923706055,4.483266353607178,1044968400
2008-04-03,5.252142906188965,5.486785888671875,5.25,5.414642810821533,4.608502388000488,1051568000
2008-04-04,5.435357093811035,5.525356769561768,5.3839287757873535,5.4671430587768555,4.6531853675842285,854417200
2008-04-07,5.576070785522461,5.703214168548584,5.539642810821533,5.567500114440918,4.7386016845703125,1158326400
2008-04-08,5.48392915725708,5.587500095367432,5.440000057220459,5.458570957183838,4.6458892822265625,1014294400
2008-04-09,5.4753570556640625,5.496070861816406,5.373570919036865,5.408570766448975,4.603334426879883,873398400
2008-04-10,5.397500038146973,5.550714015960693,5.378571033477783,5.5196428298950195,4.697869300842285,955763200
2008-04-11,5.454286098480225,5.474999904632568,5.228570938110352,5.255000114440918,4.472628593444824,1210076000
2008-04-14,5.241786003112793,5.330357074737549,5.162143230438232,5.277856826782227,4.492080211639404,845087600
2008-04-15,5.335713863372803,5.347143173217773,5.204286098480225,5.299285888671875,4.510319709777832,698037200
2008-04-16,5.4185709953308105,5.503571033477783,5.37928581237793,5.489285945892334,4.672031402587891,795774000
2008-04-17,5.506071090698242,5.5714287757873535,5.476786136627197,5.517499923706055,4.696046829223633,704267200
2008-04-18,5.682857036590576,5.795000076293945,5.656428813934326,5.751429080963135,4.895147323608398,1026765600
2008-04-21,5.793213844299316,6.017857074737549,5.7771430015563965,6.005713939666748,5.111574649810791,1039152800
2008-04-22,5.978570938110352,6.0,5.646070957183838,5.721428871154785,4.869615077972412,1439572400
2008-04-23,5.85892915725708,5.887143135070801,5.752857208251953,5.817500114440918,4.951379776000977,1504190800
2008-04-24,5.90500020980835,6.070713996887207,5.685357093811035,6.033570766448975,5.135282039642334,1696066400
2008-04-25,6.096428871154785,6.110713958740234,5.943571090698242,6.06178617477417,5.159297943115234,992474000
2008-04-28,6.0625,6.205357074737549,6.0403571128845215,6.151429176330566,5.235594272613525,787214400
2008-04-29,6.1110711097717285,6.273571014404297,6.080357074737549,6.251786231994629,5.321010112762451,923476400
2008-04-30,6.292500019073486,6.4285712242126465,6.175714015960693,6.212500095367432,5.287572383880615,1139524400
2008-05-01,6.248570919036865,6.4285712242126465,6.244999885559082,6.4285712242126465,5.471474647521973,903576800
2008-05-02,6.435357093811035,6.497142791748047,6.376786231994629,6.4621429443359375,5.500049591064453,1006082000
2008-05-05,6.497142791748047,6.618214130401611,6.466071128845215,6.597499847412109,5.6152520179748535,854557200
2008-05-06,6.59499979019165,6.682857036590576,6.506429195404053,6.666429042816162,5.67392110824585,918870400
2008-05-07,6.6446428298950195,6.721428871154785,6.447856903076172,6.521070957183838,5.550203800201416,1157133600
2008-05-08,6.56321382522583,6.660714149475098,6.538214206695557,6.609285831451416,5.625284671783447,899085600
2008-05-09,6.541429042816162,6.580357074737549,6.477499961853027,6.551785945892334,5.576345443725586,673072400
2008-05-12,6.614643096923828,6.745357036590576,6.5303568840026855,6.71999979019165,5.719513893127441,818563200
2008-05-13,6.7360711097717285,6.837500095367432,6.709286212921143,6.784286022186279,5.774229526519775,823236400
2008-05-14,6.8296427726745605,6.865714073181152,6.627500057220459,6.6521430015563965,5.6617608070373535,916823600
2008-05-15,6.671785831451416,6.7821431159973145,6.57857084274292,6.776071071624756,5.767239093780518,873208000
2008-05-16,6.789642810821533,6.79642915725708,6.6785712242126465,6.700714111328125,5.703101634979248,765769200
2008-05-19,6.709286212921143,6.73892879486084,6.474999904632568,6.557143211364746,5.580904006958008,945820400
2008-05-20,6.493570804595947,6.648571014404297,6.432857036590576,6.639286041259766,5.650819301605225,969850000
2008-05-21,6.631071090698242,6.712500095367432,6.294642925262451,6.36392879486084,5.41645622253418,1157657200
2008-05-22,6.4021430015563965,6.476070880889893,6.142857074737549,6.323214054107666,5.3818039894104,1206735600
2008-05-23,6.456070899963379,6.499642848968506,6.349999904632568,6.4703569412231445,5.5070390701293945,906917200
2008-05-27,6.526785850524902,6.658214092254639,6.494286060333252,6.658214092254639,5.666927337646484,789905200
2008-05-28,6.693213939666748,6.712500095367432,6.561429023742676,6.678928852081299,5.684558391571045,743979600
2008-05-29,6.670000076293945,6.721428871154785,6.625,6.667500019073486,5.674832344055176,647186400
2008-05-30,6.694643020629883,6.769286155700684,6.692142963409424,6.7410712242126465,5.73745059967041,610184400
2008-06-02,6.735713958740234,6.773213863372803,6.590356826782227,6.646429061889648,5.656897068023682,679840000
2008-06-03,6.6735711097717285,6.721428871154785,6.512143135070801,6.620357036590576,5.634706974029541,750520400
2008-06-04,6.572143077850342,6.681786060333252,6.543929100036621,6.61392879486084,5.629237651824951,726983600
2008-06-05,6.65500020980835,6.78000020980835,6.632143020629883,6.76535701751709,5.758118152618408,755445600
2008-06-06,6.714285850524902,6.783928871154785,6.626786231994629,6.630000114440918,5.642914295196533,966422800
2008-06-09,6.599643230438232,6.605000019073486,6.276785850524902,6.4860711097717285,5.520413875579834,1888392800
2008-06-10,6.446785926818848,6.670713901519775,6.393570899963379,6.630000114440918,5.642914295196533,1140941200
2008-06-11,6.583570957183838,6.642857074737549,6.413928985595703,6.457499980926514,5.496098041534424,961550800
2008-06-12,6.481785774230957,6.521429061889648,6.114285945892334,6.187857151031494,5.266598224639893,1308333600
2008-06-13,6.130000114440918,6.21999979019165,5.903929233551025,6.156071186065674,5.2395453453063965,1345957200
2008-06-16,6.117856979370117,6.353570938110352,6.038214206695557,6.315713882446289,5.375420093536377,1051730400
2008-06-17,6.360713958740234,6.499642848968506,6.336071014404297,6.479642868041992,5.514941215515137,899656800
2008-06-18,6.468571186065674,6.507143020629883,6.333929061889648,6.3839287757873535,5.433476448059082,811468000
2008-06-19,6.376786231994629,6.512143135070801,6.314286231994629,6.460713863372803,5.4988322257995605,791949200
2008-06-20,6.4053568840026855,6.464285850524902,6.25,6.259643077850342,5.327696323394775,888367200
2008-06-23,6.240714073181152,6.281428813934326,6.127142906188965,6.184286117553711,5.263559341430664,645780800
2008-06-24,6.156071186065674,6.277856826782227,6.129642963409424,6.1875,5.266294479370117,621947200
2008-06-25,6.2360711097717285,6.386785984039307,6.210000038146973,6.335357189178467,5.392138481140137,644450800
2008-06-26,6.216785907745361,6.244286060333252,6.000357151031494,6.009285926818848,5.114614963531494,869610000
2008-06-27,5.946785926818848,6.091785907745361,5.862500190734863,6.074643135070801,5.170241355895996,1042249600
2008-06-30,6.078214168548584,6.142857074737549,5.950714111328125,5.980000019073486,5.089686393737793,684196800
2008-07-01,5.865356922149658,6.239999771118164,5.857142925262451,6.2385711669921875,5.309763431549072,1111280800
